"Raw data packages from the headband:                  ""[ ]"" , i.e. 1 row, is 1 data package"
"[BrainBitSignalData(PackNum=0, Marker=0, O1=0.4, O2=-0.40000038147009037, T3=0.03477939107836826, T4=-0.4), BrainBitSignalData(PackNum=0, Marker=0, O1=0.4, O2=-0.40000038147009037, T3=0.04727902152921823, T4=-0.4)]"
"[BrainBitSignalData(PackNum=100, Marker=0, O1=0.4, O2=0.17990167608420954, T3=0.06861769544381661, T4=0.2682768519180793), BrainBitSignalData(PackNum=100, Marker=0, O1=0.4, O2=0.1819387263667358, T3=0.06881911165152707, T4=0.27078234747156854)]"
"[BrainBitSignalData(PackNum=101, Marker=0, O1=0.4, O2=0.1777513291848461, T3=0.0682175333190282, T4=0.2660456333595594), BrainBitSignalData(PackNum=101, Marker=0, O1=0.4, O2=0.17917459409198197, T3=0.06850211000643731, T4=0.26758829840497816)]"
"[BrainBitSignalData(PackNum=102, Marker=0, O1=0.4, O2=0.18058832224685883, T3=0.06866766802565387, T4=0.2692202274515414), BrainBitSignalData(PackNum=102, Marker=0, O1=0.4, O2=0.1803827098681544, T3=0.06856276375080467, T4=0.26907679469756574)]"
"[BrainBitSignalData(PackNum=103, Marker=0, O1=0.4, O2=0.1795823856185776, T3=0.06848646973273252, T4=0.268165462651694), BrainBitSignalData(PackNum=103, Marker=0, O1=0.4, O2=0.180400257492311, T3=0.06859595164866605, T4=0.2691118899458789)]"
"[BrainBitSignalData(PackNum=104, Marker=0, O1=0.4, O2=0.1823098967646568, T3=0.06884047397658727, T4=0.2713396752735856), BrainBitSignalData(PackNum=104, Marker=0, O1=0.4, O2=0.18046320005722052, T3=0.06848494385237108, T4=0.2693152135040412)]"
"[BrainBitSignalData(PackNum=105, Marker=0, O1=0.4, O2=0.17995431895667932, T3=0.06849181031399756, T4=0.26867777698304846), BrainBitSignalData(PackNum=105, Marker=0, O1=0.4, O2=0.18112810242471927, T3=0.06864783158095511, T4=0.2700308513935579)]"
"[BrainBitSignalData(PackNum=106, Marker=0, O1=0.4, O2=0.18308389957799873, T3=0.06887022864363541, T4=0.2723307345683428), BrainBitSignalData(PackNum=106, Marker=0, O1=0.4, O2=0.18022592566101614, T3=0.06840674248384712, T4=0.2690958682020838)]"
"[BrainBitSignalData(PackNum=107, Marker=0, O1=0.4, O2=0.18085306248956917, T3=0.068567341391889, T4=0.2697748849629259), BrainBitSignalData(PackNum=107, Marker=0, O1=0.4, O2=0.18197267720477792, T3=0.06871230002622607, T4=0.27106234651789335)]"
"[BrainBitSignalData(PackNum=108, Marker=0, O1=0.4, O2=0.1828275516772763, T3=0.06876341701833441, T4=0.27208697518060226), BrainBitSignalData(PackNum=108, Marker=0, O1=0.4, O2=0.18098466967074364, T3=0.06850745058770236, T4=0.269971723529552)]"
"[BrainBitSignalData(PackNum=109, Marker=0, O1=0.4, O2=0.1818639582290251, T3=0.06865012040149727, T4=0.27099101161099587), BrainBitSignalData(PackNum=109, Marker=0, O1=0.4, O2=0.18358705862718452, T3=0.06889235390887634, T4=0.2729948739956608)]"
"[BrainBitSignalData(PackNum=110, Marker=0, O1=0.4, O2=0.18447283217700214, T3=0.06888052833607515, T4=0.2741293660443936), BrainBitSignalData(PackNum=110, Marker=0, O1=0.4, O2=0.18011262904417902, T3=0.06832587082469066, T4=0.26903139975681284)]"
"[BrainBitSignalData(PackNum=111, Marker=0, O1=0.4, O2=0.18202417566697662, T3=0.06866003862384665, T4=0.2711493216984956), BrainBitSignalData(PackNum=111, Marker=0, O1=0.4, O2=0.1842878191831772, T3=0.06894728560188827, T4=0.2737986314760508)]"
"[BrainBitSignalData(PackNum=112, Marker=0, O1=0.4, O2=0.18243120425339152, T3=0.0685799299048709, T4=0.2717180936032234), BrainBitSignalData(PackNum=112, Marker=0, O1=0.4, O2=0.18215196814724746, T3=0.06861426221300336, T4=0.27129046563192905)]"
"[BrainBitSignalData(PackNum=113, Marker=0, O1=0.4, O2=0.18329218224733568, T3=0.0687596023174308, T4=0.2726130224352097), BrainBitSignalData(PackNum=113, Marker=0, O1=0.4, O2=0.18514879717712135, T3=0.06898352526047255, T4=0.2748411892330067)]"
"[BrainBitSignalData(PackNum=114, Marker=0, O1=0.4, O2=0.1822431394988437, T3=0.06853529790429869, T4=0.27149607801063347), BrainBitSignalData(PackNum=114, Marker=0, O1=0.4, O2=0.18312815010848058, T3=0.06871992942803329, T4=0.2724138950480414)]"
"[BrainBitSignalData(PackNum=115, Marker=0, O1=0.4, O2=0.18411119853134017, T3=0.06883818515604512, T4=0.2735853896955392), BrainBitSignalData(PackNum=115, Marker=0, O1=0.4, O2=0.18450983477576713, T3=0.06883818515604512, T4=0.27412707722385143)]"
"[BrainBitSignalData(PackNum=116, Marker=0, O1=0.4, O2=0.1832044441265527, T3=0.06866804949574423, T4=0.2726073003838543), BrainBitSignalData(PackNum=116, Marker=0, O1=0.4, O2=0.184039100684262, T3=0.0687897384545693, T4=0.2735251174212622)]"
"[BrainBitSignalData(PackNum=117, Marker=0, O1=0.4, O2=0.1854570250101328, T3=0.06897551438857498, T4=0.2751795532031567), BrainBitSignalData(PackNum=117, Marker=0, O1=0.4, O2=0.18486231313926044, T3=0.0688111007796295, T4=0.2746264215721336)]"
"[BrainBitSignalData(PackNum=118, Marker=0, O1=0.4, O2=0.18326357199055862, T3=0.06866881243592494, T4=0.2727003790859023), BrainBitSignalData(PackNum=118, Marker=0, O1=0.4, O2=0.18457926233221278, T3=0.06884085544667763, T4=0.27414538778818875)]"
"[BrainBitSignalData(PackNum=119, Marker=0, O1=0.4, O2=0.18651331569034166, T3=0.06908194454378562, T4=0.27640750542402787), BrainBitSignalData(PackNum=119, Marker=0, O1=0.4, O2=0.18425882745630975, T3=0.06868903035071407, T4=0.27390429869108074)]"
"[BrainBitSignalData(PackNum=120, Marker=0, O1=0.4, O2=0.18411882793314738, T3=0.06876150966788261, T4=0.27363345492692465), BrainBitSignalData(PackNum=120, Marker=0, O1=0.4, O2=0.18536203895763298, T3=0.06891943828529194, T4=0.27502734663710277)]"
"[BrainBitSignalData(PackNum=121, Marker=0, O1=0.4, O2=0.18714655604034047, T3=0.06911398803137592, T4=0.27716129032258063), BrainBitSignalData(PackNum=121, Marker=0, O1=0.4, O2=0.18411234294161125, T3=0.0686546980425816, T4=0.27372767803924375)]"
"[BrainBitSignalData(PackNum=122, Marker=0, O1=0.4, O2=0.18497675416636863, T3=0.06885268101947882, T4=0.27463977302529624), BrainBitSignalData(PackNum=122, Marker=0, O1=0.4, O2=0.1863942970221491, T3=0.06903616813294233, T4=0.2762079965667692)]"
"[BrainBitSignalData(PackNum=123, Marker=0, O1=0.4, O2=0.18796557232434494, T3=0.06914946474977947, T4=0.27811305819803067), BrainBitSignalData(PackNum=123, Marker=0, O1=0.4, O2=0.18384760269890088, T3=0.06859289988794316, T4=0.273396943470901)]"
"[BrainBitSignalData(PackNum=124, Marker=0, O1=0.4, O2=0.1854326109243497, T3=0.06889273537896669, T4=0.27516429439954226), BrainBitSignalData(PackNum=124, Marker=0, O1=0.4, O2=0.1872754929308824, T3=0.06912810242471927, T4=0.27730052690556234)]"
"[BrainBitSignalData(PackNum=125, Marker=0, O1=0.4, O2=0.18663843787997997, T3=0.06893660443935817, T4=0.276655079512672), BrainBitSignalData(PackNum=125, Marker=0, O1=0.4, O2=0.18515757098919963, T3=0.06879927520682831, T4=0.27487552154113915)]"
"[BrainBitSignalData(PackNum=126, Marker=0, O1=0.4, O2=0.18634356150013112, T3=0.06896864792694848, T4=0.27622211096011257), BrainBitSignalData(PackNum=126, Marker=0, O1=0.4, O2=0.18837260091075986, T3=0.06923415110983955, T4=0.27856471878501776)]"
"[BrainBitSignalData(PackNum=127, Marker=0, O1=0.4, O2=0.18605593305199913, T3=0.06882712252342466, T4=0.275963474238848), BrainBitSignalData(PackNum=127, Marker=0, O1=0.4, O2=0.1860456333595594, T3=0.06890684977231004, T4=0.275879932289059)]"
"[BrainBitSignalData(PackNum=128, Marker=0, O1=0.4, O2=0.18714197839925614, T3=0.06904761223565314, T4=0.2771509906301409), BrainBitSignalData(PackNum=128, Marker=0, O1=0.4, O2=0.1896776100898839, T3=0.06934973654721885, T4=0.2801291276255871)]"
"[BrainBitSignalData(PackNum=129, Marker=0, O1=0.4, O2=0.18572786877428893, T3=0.06872641441956942, T4=0.2756338840807763), BrainBitSignalData(PackNum=129, Marker=0, O1=0.4, O2=0.18649881982690794, T3=0.06893774884962926, T4=0.27641399041556397)]"
"[BrainBitSignalData(PackNum=130, Marker=0, O1=0.4, O2=0.18777102257826098, T3=0.06909987363803256, T4=0.27789218701571183), BrainBitSignalData(PackNum=130, Marker=0, O1=0.4, O2=0.18809679803542903, T3=0.06908156307369526, T4=0.2783053191235725)]"
"[BrainBitSignalData(PackNum=131, Marker=0, O1=0.4, O2=0.18692492191784088, T3=0.0689373673795389, T4=0.276919438285292), BrainBitSignalData(PackNum=131, Marker=0, O1=0.4, O2=0.18766077772214673, T3=0.06904684929547243, T4=0.2777460839711037)]"
"[BrainBitSignalData(PackNum=132, Marker=0, O1=0.4, O2=0.18915842929690294, T3=0.06925818372553227, T4=0.2795115275492931), BrainBitSignalData(PackNum=132, Marker=0, O1=0.4, O2=0.18824061225949504, T3=0.06904951958610496, T4=0.27853763440860213)]"
"[BrainBitSignalData(PackNum=133, Marker=0, O1=0.4, O2=0.18700960827790097, T3=0.06894957442243044, T4=0.2770170946284243), BrainBitSignalData(PackNum=133, Marker=0, O1=0.4, O2=0.1881826288057602, T3=0.06911017333047231, T4=0.2783507140643254)]"
"[BrainBitSignalData(PackNum=134, Marker=0, O1=0.4, O2=0.19010867129199152, T3=0.0693676656414658, T4=0.2806315237345922), BrainBitSignalData(PackNum=134, Marker=0, O1=0.4, O2=0.18766917006413467, T3=0.06895949264477982, T4=0.2778727320411034)]"
"[BrainBitSignalData(PackNum=135, Marker=0, O1=0.4, O2=0.1878766897932909, T3=0.06906821162053263, T4=0.2779764919056815), BrainBitSignalData(PackNum=135, Marker=0, O1=0.4, O2=0.18896807572181293, T3=0.06920210762224925, T4=0.2792357246739623)]"
"[BrainBitSignalData(PackNum=136, Marker=0, O1=0.4, O2=0.1905061631261474, T3=0.06936652123119472, T4=0.28111560927925994), BrainBitSignalData(PackNum=136, Marker=0, O1=0.4, O2=0.18754748110530958, T3=0.06895453353360513, T4=0.2777300622273085)]"
"[BrainBitSignalData(PackNum=137, Marker=0, O1=0.4, O2=0.1886525999570846, T3=0.06917845647664687, T4=0.2788996495243545), BrainBitSignalData(PackNum=137, Marker=0, O1=0.4, O2=0.18990420332355817, T3=0.06933905538468875, T4=0.2803255847221229)]"
"[BrainBitSignalData(PackNum=138, Marker=0, O1=0.4, O2=0.1903642562525332, T3=0.06931731158953819, T4=0.28094852537968196), BrainBitSignalData(PackNum=138, Marker=0, O1=0.4, O2=0.1879953269913931, T3=0.06903502372267124, T4=0.27818401163483775)]"
"[BrainBitSignalData(PackNum=139, Marker=0, O1=0.4, O2=0.18925684858021602, T3=0.06924178051164676, T4=0.2795717998235701), BrainBitSignalData(PackNum=139, Marker=0, O1=0.4, O2=0.190997496602532, T3=0.06946837374532103, T4=0.28156650692606633)]"
"[BrainBitSignalData(PackNum=140, Marker=0, O1=0.4, O2=0.18983477576711252, T3=0.06921545907541186, T4=0.28033397706411084), BrainBitSignalData(PackNum=140, Marker=0, O1=0.4, O2=0.18868311756431347, T3=0.06914221681806261, T4=0.2789362706530291)]"
"[BrainBitSignalData(PackNum=141, Marker=0, O1=0.4, O2=0.18980730992060654, T3=0.06930815630736953, T4=0.280182914908328), BrainBitSignalData(PackNum=141, Marker=0, O1=0.4, O2=0.1918435972629521, T3=0.06956793743890519, T4=0.2825384927163055)]"
"[BrainBitSignalData(PackNum=142, Marker=0, O1=0.4, O2=0.18928202560617982, T3=0.06912848389480962, T4=0.2796725079274253), BrainBitSignalData(PackNum=142, Marker=0, O1=0.4, O2=0.1895105261903059, T3=0.06924712109291181, T4=0.2798865126481177)]"
"[BrainBitSignalData(PackNum=143, Marker=0, O1=0.4, O2=0.19063281119614717, T3=0.069402760889779, T4=0.2811648189209165), BrainBitSignalData(PackNum=143, Marker=0, O1=0.4, O2=0.19220751972915623, T3=0.06956564861836302, T4=0.2830187635600696)]"
"[BrainBitSignalData(PackNum=144, Marker=0, O1=0.4, O2=0.18921564981045705, T3=0.06913420594616504, T4=0.2795752330543833), BrainBitSignalData(PackNum=144, Marker=0, O1=0.4, O2=0.1902234937891901, T3=0.06934973654721885, T4=0.2806868368976945)]"
"[BrainBitSignalData(PackNum=145, Marker=0, O1=0.4, O2=0.19133204587177838, T3=0.0694939322413752, T4=0.28194912142669815), BrainBitSignalData(PackNum=145, Marker=0, O1=0.4, O2=0.19135722289774218, T3=0.06943594878764037, T4=0.28200901223088476)]"
"[BrainBitSignalData(PackNum=146, Marker=0, O1=0.4, O2=0.19032839806403928, T3=0.06931654864935746, T4=0.2807780082492907), BrainBitSignalData(PackNum=146, Marker=0, O1=0.4, O2=0.19104861359464034, T3=0.06941992704384523, T4=0.28161991273871684)]"
"[BrainBitSignalData(PackNum=147, Marker=0, O1=0.4, O2=0.1926702429487638, T3=0.0696522423288749, T4=0.28349865293374343), BrainBitSignalData(PackNum=147, Marker=0, O1=0.4, O2=0.19137667787235058, T3=0.06938063562453807, T4=0.28205402570154736)]"
"[BrainBitSignalData(PackNum=148, Marker=0, O1=0.4, O2=0.1904294876379849, T3=0.06933180745297189, T4=0.280866127840164), BrainBitSignalData(PackNum=148, Marker=0, O1=0.4, O2=0.1914434351381637, T3=0.06948973607038124, T4=0.2820105381112462)]"
"[BrainBitSignalData(PackNum=149, Marker=0, O1=0.4, O2=0.1933668073337625, T3=0.06975104308227834, T4=0.2842402307894047), BrainBitSignalData(PackNum=149, Marker=0, O1=0.4, O2=0.1907449634027132, T3=0.06932532246143576, T4=0.28122547266528386)]"
"[BrainBitSignalData(PackNum=150, Marker=0, O1=0.4, O2=0.19112757790334503, T3=0.06945769258279093, T4=0.2815493407720001), BrainBitSignalData(PackNum=150, Marker=0, O1=0.4, O2=0.19219187945545146, T3=0.06959807357604368, T4=0.2827906444460339)]"
"[BrainBitSignalData(PackNum=151, Marker=0, O1=0.4, O2=0.19353999475478625, T3=0.06973883603938678, T4=0.2844237179028682), BrainBitSignalData(PackNum=151, Marker=0, O1=0.4, O2=0.19061144887108697, T3=0.06933218892306225, T4=0.2810126123548626)]"
"[BrainBitSignalData(PackNum=152, Marker=0, O1=0.4, O2=0.19173564122738002, T3=0.06953322366068236, T4=0.2822081396180531), BrainBitSignalData(PackNum=152, Marker=0, O1=0.4, O2=0.19299716281620294, T3=0.06969534844908566, T4=0.2836714588846768)]"
"[BrainBitSignalData(PackNum=153, Marker=0, O1=0.4, O2=0.19305362038957632, T3=0.06962325060200748, T4=0.28382404692082114), BrainBitSignalData(PackNum=153, Marker=0, O1=0.4, O2=0.1909955892520802, T3=0.06938292444508024, T4=0.2813654721884462)]"
"[BrainBitSignalData(PackNum=154, Marker=0, O1=0.4, O2=0.19216555801921656, T3=0.0695599265670076, T4=0.28265598550413656), BrainBitSignalData(PackNum=154, Marker=0, O1=0.4, O2=0.1938630999213218, T3=0.06978880862122404, T4=0.2846304746918437)]"
"[BrainBitSignalData(PackNum=155, Marker=0, O1=0.4, O2=0.19228228786686694, T3=0.06948019931812222, T4=0.28291729251603365), BrainBitSignalData(PackNum=155, Marker=0, O1=0.4, O2=0.19147013804448895, T3=0.0694618887537849, T4=0.28188999356269223)]"
"[BrainBitSignalData(PackNum=156, Marker=0, O1=0.4, O2=0.19260997067448682, T3=0.06961791002074244, T4=0.2831560927925995), BrainBitSignalData(PackNum=156, Marker=0, O1=0.4, O2=0.19443873828767613, T3=0.06984259590396491, T4=0.28530300646114964)]"
"[BrainBitSignalData(PackNum=157, Marker=0, O1=0.4, O2=0.19163226283289225, T3=0.06939436854779105, T4=0.28214252676251106), BrainBitSignalData(PackNum=157, Marker=0, O1=0.4, O2=0.19210337839448777, T3=0.06955153422501967, T4=0.2825945688195885)]"
"[BrainBitSignalData(PackNum=158, Marker=0, O1=0.4, O2=0.19313639939918462, T3=0.06969000786782062, T4=0.28375767112509837), BrainBitSignalData(PackNum=158, Marker=0, O1=0.4, O2=0.19434832987626063, T3=0.06979491214266982, T4=0.28521946451136065)]"
"[BrainBitSignalData(PackNum=159, Marker=0, O1=0.4, O2=0.19139804019741077, T3=0.06939360560761033, T4=0.28185413537419834), BrainBitSignalData(PackNum=159, Marker=0, O1=0.4, O2=0.19247950790358345, T3=0.06961333237965811, T4=0.2830374555944973)]"
"[BrainBitSignalData(PackNum=160, Marker=0, O1=0.4, O2=0.19353846887442483, T3=0.06974608397110364, T4=0.28423489020813963), BrainBitSignalData(PackNum=160, Marker=0, O1=0.4, O2=0.193262665999094, T3=0.06964537586724841, T4=0.2839651908542546)]"
"[BrainBitSignalData(PackNum=161, Marker=0, O1=0.4, O2=0.1922777102257826, T3=0.06954466776339317, T4=0.2828169658822688), BrainBitSignalData(PackNum=161, Marker=0, O1=0.4, O2=0.1929712228500584, T3=0.06965834585032067, T4=0.2836249195336528)]"
"[BrainBitSignalData(PackNum=162, Marker=0, O1=0.4, O2=0.19476298786448276, T3=0.0699097346398684, T4=0.28568943566268507), BrainBitSignalData(PackNum=162, Marker=0, O1=0.4, O2=0.19300479221801017, T3=0.06956984478935699, T4=0.2837504231933815)]"
"[BrainBitSignalData(PackNum=163, Marker=0, O1=0.4, O2=0.19226588465298144, T3=0.06956335979782086, T4=0.28286236082302174), BrainBitSignalData(PackNum=163, Marker=0, O1=0.4, O2=0.19325045895620246, T3=0.06971327754333262, T4=0.28401058579500754)]"
"[BrainBitSignalData(PackNum=164, Marker=0, O1=0.4, O2=0.19513225091195194, T3=0.06995512958062132, T4=0.28621243115656964), BrainBitSignalData(PackNum=164, Marker=0, O1=0.4, O2=0.19231318694418617, T3=0.06951109839544144, T4=0.28301342297880455)]"
"[BrainBitSignalData(PackNum=165, Marker=0, O1=0.4, O2=0.1928178718737334, T3=0.0696591087905014, T4=0.2835295520110626), BrainBitSignalData(PackNum=165, Marker=0, O1=0.4, O2=0.19388179195574948, T3=0.06980750065565172, T4=0.28476971127482537)]"
"[BrainBitSignalData(PackNum=166, Marker=0, O1=0.4, O2=0.1957292516033665, T3=0.0700077724530911, T4=0.2869761342774718), BrainBitSignalData(PackNum=166, Marker=0, O1=0.4, O2=0.1916414181150609, T3=0.0694279379157428, T4=0.2822684118923301)]"
"[BrainBitSignalData(PackNum=167, Marker=0, O1=0.4, O2=0.1928693703359321, T3=0.069686193166917, T4=0.2836222492430203), BrainBitSignalData(PackNum=167, Marker=0, O1=0.4, O2=0.1944478935698448, T3=0.0699078272894166, T4=0.2854891638652457)]"
"[BrainBitSignalData(PackNum=168, Marker=0, O1=0.4, O2=0.1943067496364113, T3=0.06980750065565172, T4=0.2853937963426555), BrainBitSignalData(PackNum=168, Marker=0, O1=0.4, O2=0.19244746441599314, T3=0.06961066208902558, T4=0.2831560927925995)]"
"[BrainBitSignalData(PackNum=169, Marker=0, O1=0.4, O2=0.19355487208831032, T3=0.06977889039887467, T4=0.28440082969744657), BrainBitSignalData(PackNum=169, Marker=0, O1=0.4, O2=0.19537601029969245, T3=0.07003180506878383, T4=0.2865519395369907)]"
"[BrainBitSignalData(PackNum=170, Marker=0, O1=0.4, O2=0.19347400042915386, T3=0.06968924492763989, T4=0.28445194668955487), BrainBitSignalData(PackNum=170, Marker=0, O1=0.4, O2=0.1929906778246668, T3=0.06970946284242902, T4=0.28377712609970673)]"
"[BrainBitSignalData(PackNum=171, Marker=0, O1=0.4, O2=0.19404506115442385, T3=0.06985175118613357, T4=0.2849604463200057), BrainBitSignalData(PackNum=171, Marker=0, O1=0.4, O2=0.195852466442553, T3=0.07006880766754882, T4=0.2871123190997306)]"
"[BrainBitSignalData(PackNum=172, Marker=0, O1=0.4, O2=0.1929307870204802, T3=0.06962401354218821, T4=0.2837988698948573), BrainBitSignalData(PackNum=172, Marker=0, O1=0.4, O2=0.19364909520062942, T3=0.06981017094628425, T4=0.2845267148272656)]"
"[BrainBitSignalData(PackNum=173, Marker=0, O1=0.4, O2=0.19458331545192284, T3=0.06992728226402499, T4=0.2856154304651551), BrainBitSignalData(PackNum=173, Marker=0, O1=0.4, O2=0.19489001740457287, T3=0.06993071549483823, T4=0.28605373959897956)]"
"[BrainBitSignalData(PackNum=174, Marker=0, O1=0.4, O2=0.19344615311255753, T3=0.06975752807381447, T4=0.2843542903464225), BrainBitSignalData(PackNum=174, Marker=0, O1=0.4, O2=0.19428042820017644, T3=0.06988799084471783, T4=0.28525379681949314)]"
"[BrainBitSignalData(PackNum=175, Marker=0, O1=0.4, O2=0.19557780797749327, T3=0.07006041532556088, T4=0.2867571704456048), BrainBitSignalData(PackNum=175, Marker=0, O1=0.4, O2=0.19510707388598814, T3=0.06991202346041056, T4=0.2863398421667501)]"
"[BrainBitSignalData(PackNum=176, Marker=0, O1=0.4, O2=0.19332751591445535, T3=0.0697445580907422, T4=0.2842364160885011), BrainBitSignalData(PackNum=176, Marker=0, O1=0.4, O2=0.1945283837589109, T3=0.0699242305033021, T4=0.28555630260114917)]"
"[BrainBitSignalData(PackNum=177, Marker=0, O1=0.4, O2=0.19602794268411894, T3=0.07012183201010896, T4=0.28729695062346516), BrainBitSignalData(PackNum=177, Marker=0, O1=0.4, O2=0.19431514197839928, T3=0.06982504827980832, T4=0.28539150752211334)]"
"[BrainBitSignalData(PackNum=178, Marker=0, O1=0.4, O2=0.194325441670839, T3=0.06988951672507927, T4=0.28534763846172184), BrainBitSignalData(PackNum=178, Marker=0, O1=0.4, O2=0.19514445795484348, T3=0.06999861717092244, T4=0.2862547743365997)]"
"[BrainBitSignalData(PackNum=179, Marker=0, O1=0.4, O2=0.19851055003218654, T3=0.07043730777483728, T4=0.2901663686431586), BrainBitSignalData(PackNum=179, Marker=0, O1=0.4, O2=0.19435595927806787, T3=0.06971899959468802, T4=0.28551891853229383)]"
"[BrainBitSignalData(PackNum=180, Marker=0, O1=0.4, O2=0.1932123119471664, T3=0.06974036191974824, T4=0.28401821519681475), BrainBitSignalData(PackNum=180, Marker=0, O1=0.4, O2=0.19563121379014378, T3=0.07009436616360298, T4=0.2867197863767494)]"
"[BrainBitSignalData(PackNum=181, Marker=0, O1=0.4, O2=0.19680499725818373, T3=0.07017180459194622, T4=0.2880984192833131), BrainBitSignalData(PackNum=181, Marker=0, O1=0.4, O2=0.19425181794339938, T3=0.06982504827980832, T4=0.2851305819803066)]"
"[BrainBitSignalData(PackNum=182, Marker=0, O1=0.4, O2=0.19539813556493338, T3=0.07002837183797059, T4=0.28643978733042463), BrainBitSignalData(PackNum=182, Marker=0, O1=0.4, O2=0.1970006914145388, T3=0.07024504684929547, T4=0.2882811434565959)]"
